"x","y","z"
4,-4,0.0607100436102742
-4,-3.9,-0.233969485287485
-3.9,-3.9,-0.220587690008614
-3.8,-3.9,-0.175102116807325
-3.7,-3.9,-0.52427668050537
-3.6,-3.9,0.0510934312708341
-3.5,-3.9,0.377740886903449
-3.4,-3.9,-0.395481043681856
-3.3,-3.9,0.268895628380429
-3.2,-3.9,-0.156037585763098
-3.1,-3.9,-0.113043444841199
-3,-3.9,0.686542990151967
-2.9,-3.9,0.0053685012646884
-2.8,-3.9,-0.480975672639238
-2.7,-3.9,0.445200915197137
-2.6,-3.9,-0.51081636357792
-2.5,-3.9,0.433263166171329
-2.4,-3.9,-0.575135531019957
-2.3,-3.9,-0.571156936995014
-2.2,-3.9,-0.088322728585084
-2.1,-3.9,0.138653842155226
-2,-3.9,0.299491434637915
-1.9,-3.9,-0.114991670505013
-1.8,-3.9,0.0444618678954957
-1.7,-3.9,-0.155650995814391
-1.6,-3.9,-0.308742364574078
-1.5,-3.9,0.464395525666332
-1.4,-3.9,-0.10970410225489
-1.3,-3.9,-0.348653171922748
-1.2,-3.9,-0.104981608560498
-1.1,-3.9,0.407925119146392
-1,-3.9,0.305025502705493
-0.9,-3.9,-0.182511290224853
-0.8,-3.9,0.481627357618557
-0.7,-3.9,0.149795538782281
-0.6,-3.9,0.186329317652249
-0.5,-3.9,-0.207017842095606
-0.4,-3.9,-0.149653883574994
-0.3,-3.9,0.00758838374538608
-0.2,-3.9,-0.162699659119205
-0.0999999999999996,-3.9,-0.495849761524905
0,-3.9,0.337496305318418
0.100000000000001,-3.9,0.0244664169792856
0.2,-3.9,0.359746017729411
0.3,-3.9,0.011243079901557
0.4,-3.9,-0.0802233588461065
0.5,-3.9,-0.0464576204086444
0.600000000000001,-3.9,-0.363677340005421
0.7,-3.9,0.487574928927683
0.800000000000001,-3.9,0.122652979039428
0.9,-3.9,-0.455543731472973
1,-3.9,-0.130134903147149
1.1,-3.9,0.106933342496227
1.2,-3.9,-0.116472103542606
1.3,-3.9,-0.44123528659229
1.4,-3.9,-0.194299833006338
1.5,-3.9,0.297516834228157
1.6,-3.9,-0.121970179443934
1.7,-3.9,-0.263099647079454
1.8,-3.9,0.401680814094136
1.9,-3.9,-0.237871183240893
2,-3.9,0.0784140280247975
2.1,-3.9,0.0311095755549732
2.2,-3.9,0.413833914975262
2.3,-3.9,-0.135990283763242
2.4,-3.9,-0.713755527105601
2.5,-3.9,0.0726844413857355
2.6,-3.9,0.107423709895287
2.7,-3.9,0.13214126062713
2.8,-3.9,-0.237804287516344
2.9,-3.9,-0.0573851454996589
3,-3.9,0.313567735334036
3.1,-3.9,-0.0227652913576228
3.2,-3.9,-0.00390946831625055
3.3,-3.9,-0.0650750604782698
3.4,-3.9,-0.834868733444238
3.5,-3.9,-0.603976737412748
3.6,-3.9,0.100400466222933
3.7,-3.9,-0.607480462102275
3.8,-3.9,0.12325236233223
3.9,-3.9,0.753056914546914
4,-3.9,0.0565920141958815
-4,-3.8,0.192356766507411
-3.9,-3.8,0.0808418046931753
-3.8,-3.8,-0.0235173088662654
-3.7,-3.8,-0.102130769563641
-3.6,-3.8,-0.0909579302011312
-3.5,-3.8,-0.100170476217339
-3.4,-3.8,-0.0720549537978288
-3.3,-3.8,0.28058871331638
-3.2,-3.8,-0.344645097458729
-3.1,-3.8,-0.729009248136126
-3,-3.8,-0.00510536455552238
-2.9,-3.8,0.0926165974399742
-2.8,-3.8,-0.0730241439235209
-2.7,-3.8,0.00923205180623441
-2.6,-3.8,0.102566721615041
-2.5,-3.8,-0.157317055395211
-2.4,-3.8,0.114504836322258
-2.3,-3.8,-0.17859929382554
-2.2,-3.8,-0.40133798911222
-2.1,-3.8,-0.424153375674718
-2,-3.8,0.225204476003924
-1.9,-3.8,0.0943952195806025
-1.8,-3.8,0.185537664605057
-1.7,-3.8,0.31914846813237
-1.6,-3.8,-0.286745013394568
-1.5,-3.8,0.184651096484372
-1.4,-3.8,0.300616798770269
-1.3,-3.8,0.323231171858353
-1.2,-3.8,0.361264809446158
-1.1,-3.8,-0.394117113746036
-1,-3.8,0.838994055531103
-0.9,-3.8,0.0315171163988616
-0.8,-3.8,-0.258662474669621
-0.7,-3.8,-0.117283419003324
-0.6,-3.8,-0.179960264623033
-0.5,-3.8,-0.159467570561986
-0.4,-3.8,0.434916021142288
-0.3,-3.8,0.511180182472338
-0.2,-3.8,-0.571954341387055
-0.0999999999999996,-3.8,-0.00150051207554
0,-3.8,0.151967544467943
0.100000000000001,-3.8,-0.921515434044842
0.2,-3.8,-0.247041372267369
0.3,-3.8,0.0994297147130374
0.4,-3.8,-0.132163637519665
0.5,-3.8,-0.213724895856392
0.600000000000001,-3.8,-0.340762793853478
0.7,-3.8,0.245838621034516
0.800000000000001,-3.8,0.323788457283085
0.9,-3.8,0.0297947407801418
1,-3.8,0.510819843765823
1.1,-3.8,0.174051513729078
1.2,-3.8,0.476085699066115
1.3,-3.8,0.258984360810645
1.4,-3.8,0.0528893136415617
1.5,-3.8,-0.0125494034533642
1.6,-3.8,-0.804693181212811
1.7,-3.8,0.0803716035322689
1.8,-3.8,-0.0138836949837635
1.9,-3.8,-0.0464365647506319
2,-3.8,0.556306509710621
2.1,-3.8,-0.110793127887775
2.2,-3.8,-0.892111316240883
2.3,-3.8,0.14170832031042
2.4,-3.8,-0.64883857202497
2.5,-3.8,0.162576490453695
2.6,-3.8,-0.20518333965541
2.7,-3.8,0.119092861014263
2.8,-3.8,-0.582810334282166
2.9,-3.8,0.139017915540091
3,-3.8,-0.954147552812956
3.1,-3.8,-0.711535203912335
3.2,-3.8,0.279174495790834
3.3,-3.8,-0.568905650465869
3.4,-3.8,-0.204748259964923
3.5,-3.8,-0.365300735807724
3.6,-3.8,-0.833537017534827
3.7,-3.8,-0.400214961856917
3.8,-3.8,0.276855324423355
3.9,-3.8,0.492780864638864
4,-3.8,-0.407513759876908
-4,-3.7,0.00523258651240927
-3.9,-3.7,-0.455668900002685
-3.8,-3.7,0.130370629535701
-3.7,-3.7,0.156084063580846
-3.6,-3.7,-0.270579840210949
-3.5,-3.7,-0.364834550062223
-3.4,-3.7,0.00999830675124372
-3.3,-3.7,-0.0665541103409862
-3.2,-3.7,0.592252923998609
-3.1,-3.7,0.293448133101383
-3,-3.7,-0.60064341025705
-2.9,-3.7,-1.14839342580909
-2.8,-3.7,0.137853924061734
-2.7,-3.7,0.0638322953262982
-2.6,-3.7,0.308528283402574
-2.5,-3.7,-0.188713016141096
-2.4,-3.7,-0.0674015896425618
-2.3,-3.7,-0.115775474280294
-2.2,-3.7,0.00793781619784045
-2.1,-3.7,-0.267708460309687
-2,-3.7,0.148569793061183
-1.9,-3.7,0.126841278288389
-1.8,-3.7,1.12063003585882
-1.7,-3.7,-0.0775135709441787
-1.6,-3.7,0.17288079935463
-1.5,-3.7,-0.488552227381562
-1.4,-3.7,-0.300473739720846
-1.3,-3.7,0.497841360739538
-1.2,-3.7,-0.517841021278108
-1.1,-3.7,0.609781162590482
-1,-3.7,-0.0564144926154209
-0.9,-3.7,-0.206809143555518
-0.8,-3.7,0.130995088088644
-0.7,-3.7,0.217757838852425
-0.6,-3.7,0.000130728079956857
-0.5,-3.7,0.437593727680899
-0.4,-3.7,0.0162574206067386
-0.3,-3.7,0.639005371518189
-0.2,-3.7,-0.351519208068023
-0.0999999999999996,-3.7,0.459403613106842
0,-3.7,-0.413477786358981
0.100000000000001,-3.7,0.169839678421206
0.2,-3.7,0.208519854488874
0.3,-3.7,-0.0181473806347806
0.4,-3.7,0.287762241226002
0.5,-3.7,0.0260219559057261
0.600000000000001,-3.7,-0.289575283630434
0.7,-3.7,-0.13699996317173
0.800000000000001,-3.7,-0.341068180307465
0.9,-3.7,0.40090460360163
1,-3.7,0.67362840436985
1.1,-3.7,0.366808127458434
1.2,-3.7,-0.185306461854662
1.3,-3.7,0.444407788802601
1.4,-3.7,0.336660664199424
1.5,-3.7,0.0493621156839567
1.6,-3.7,0.242629709451398
1.7,-3.7,0.69158868502658
1.8,-3.7,0.122317130991835
1.9,-3.7,-0.063544755698329
2,-3.7,-0.0465142233108076
2.1,-3.7,0.406305029099502
2.2,-3.7,-0.301415241005928
2.3,-3.7,-0.496930907661986
2.4,-3.7,-0.131147728620829
2.5,-3.7,0.128015664088187
2.6,-3.7,0.358275781171862
2.7,-3.7,0.0675062248241452
2.8,-3.7,-0.594422781601925
2.9,-3.7,0.190686043913126
3,-3.7,-0.0940131885746647
3.1,-3.7,0.0334211077839056
3.2,-3.7,-0.478874857553582
3.3,-3.7,-0.0733824640298698
3.4,-3.7,-0.467263055507018
3.5,-3.7,0.756244469579211
3.6,-3.7,0.167734863812877
3.7,-3.7,-0.888463930813333
3.8,-3.7,0.30284704377581
3.9,-3.7,-0.288046361432391
4,-3.7,-0.664408369063735
-4,-3.6,0.159659238458793
-3.9,-3.6,0.273555296154952
-3.8,-3.6,0.0922536226670504
-3.7,-3.6,0.206317725638535
-3.6,-3.6,0.405843375596949
-3.5,-3.6,-0.115955339675494
-3.4,-3.6,0.279042350767798
-3.3,-3.6,-0.151005911627069
-3.2,-3.6,-0.244523671792991
-3.1,-3.6,-0.104733571935152
-3,-3.6,0.442374581593275
-2.9,-3.6,-0.184710327603389
-2.8,-3.6,0.188609024433607
-2.7,-3.6,-0.501213227263516
-2.6,-3.6,0.12363256673682
-2.5,-3.6,0.158378574274764
-2.4,-3.6,-0.267528111566328
-2.3,-3.6,0.327960072976002
-2.2,-3.6,-0.085086630671541
-2.1,-3.6,0.182370448292245
-2,-3.6,-0.0152530612911232
-1.9,-3.6,0.0277802171320439
-1.8,-3.6,-0.360539688257388
-1.7,-3.6,0.213519748508389
-1.6,-3.6,0.150286649025815
-1.5,-3.6,0.146339121558503
-1.4,-3.6,0.319888530861781
-1.3,-3.6,0.117988533050753
-1.2,-3.6,-0.0590183117651533
-1.1,-3.6,0.0216709421236712
-1,-3.6,-0.0702553444087046
-0.9,-3.6,-0.0465594877514051
-0.8,-3.6,-0.207435298063969
-0.7,-3.6,-0.318369328830388
-0.6,-3.6,0.194457261696721
-0.5,-3.6,0.50562826601135
-0.4,-3.6,0.400071564699303
-0.3,-3.6,0.130580916942395
-0.2,-3.6,-0.52578018915601
-0.0999999999999996,-3.6,0.0365181570730242
0,-3.6,0.587282266946048
0.100000000000001,-3.6,-0.192505589417262
0.2,-3.6,-0.0320314973949222
0.3,-3.6,-0.259003924332872
0.4,-3.6,0.631402727817679
0.5,-3.6,-0.149487687326357
0.600000000000001,-3.6,0.574389838120338
0.7,-3.6,-0.300522996355278
0.800000000000001,-3.6,0.163497845866694
0.9,-3.6,-0.0865237923467796
1,-3.6,-0.401136592949929
1.1,-3.6,-0.576717365806071
1.2,-3.6,0.424976922520724
1.3,-3.6,0.434329654979729
1.4,-3.6,0.231647734254941
1.5,-3.6,-0.200062395938297
1.6,-3.6,-0.22931133506175
1.7,-3.6,-0.472474123957394
1.8,-3.6,-0.172775357389081
1.9,-3.6,-0.718915304336076
2,-3.6,-0.268915824952627
2.1,-3.6,0.729180122863467
2.2,-3.6,-0.0941247525724751
2.3,-3.6,0.112766644194946
2.4,-3.6,0.421055111070451
2.5,-3.6,0.448896029792912
2.6,-3.6,-0.111021791181353
2.7,-3.6,-0.187894965634184
2.8,-3.6,0.209311214526212
2.9,-3.6,0.0299407169645613
3,-3.6,0.0522637688516418
3.1,-3.6,0.349884798379372
3.2,-3.6,-0.110295436867242
3.3,-3.6,0.771547809620117
3.4,-3.6,0.208805691747648
3.5,-3.6,0.0074926265971318
3.6,-3.6,-1.00679650336022
3.7,-3.6,0.154019482108726
3.8,-3.6,-0.175342807673909
3.9,-3.6,0.0551236301587955
4,-3.6,-0.797215614681202
-4,-3.5,0.119115572333363
-3.9,-3.5,-0.185581880126852
-3.8,-3.5,0.0234446891125082
-3.7,-3.5,0.156794117373501
-3.6,-3.5,0.178967166431881
-3.5,-3.5,-0.0124247960072646
-3.4,-3.5,-0.0939425406419476
-3.3,-3.5,-0.189017490983758
-3.2,-3.5,0.391025925755574
-3.1,-3.5,0.498794021595084
-3,-3.5,0.907153141231457
-2.9,-3.5,0.171894227821218
-2.8,-3.5,-0.196008740869875
-2.7,-3.5,0.356422186696603
-2.6,-3.5,-0.231910993940252
-2.5,-3.5,-0.16041886977749
-2.4,-3.5,0.576544380295143
-2.3,-3.5,0.0503195921598295
-2.2,-3.5,-0.0151413828131135
-2.1,-3.5,-0.191730926657046
-2,-3.5,0.135366209421554
-1.9,-3.5,0.279767133401773
-1.8,-3.5,-0.338562884844013
-1.7,-3.5,-0.126459066616179
-1.6,-3.5,-0.141860888724064
-1.5,-3.5,-0.418310826230954
-1.4,-3.5,-0.560753393212656
-1.3,-3.5,0.106093452158633
-1.2,-3.5,0.446866307865998
-1.1,-3.5,0.373732929457934
-1,-3.5,-0.487503569424333
-0.9,-3.5,0.0833330593471212
-0.8,-3.5,0.231954873401765
-0.7,-3.5,-0.179894928293081
-0.6,-3.5,0.206268011764808
-0.5,-3.5,-0.416277947546115
-0.4,-3.5,-0.017767307985597
-0.3,-3.5,0.441829027145893
-0.2,-3.5,0.317238444085857
-0.0999999999999996,-3.5,0.0524310825502431
0,-3.5,0.142905906695657
0.100000000000001,-3.5,-0.478554968308575
0.2,-3.5,-0.356248198329202
0.3,-3.5,0.152696384876645
0.4,-3.5,0.252750474081044
0.5,-3.5,-0.162359260236357
0.600000000000001,-3.5,0.202494447096863
0.7,-3.5,0.885248510627103
0.800000000000001,-3.5,0.23604680317057
0.9,-3.5,-0.383691974331321
1,-3.5,-0.429257217574501
1.1,-3.5,0.239473197050493
1.2,-3.5,-0.419540704243044
1.3,-3.5,-0.637506079628164
1.4,-3.5,-0.263070895904974
1.5,-3.5,-0.60984653474024
1.6,-3.5,-0.0755674235673193
1.7,-3.5,0.187892807296385
1.8,-3.5,-0.716173595107379
1.9,-3.5,0.430855791717269
2,-3.5,-0.0514554275694713
2.1,-3.5,-0.0303120754939718
2.2,-3.5,0.771610589766707
2.3,-3.5,-0.20958028941592
2.4,-3.5,-0.0928719140677574
2.5,-3.5,-0.671989946309184
2.6,-3.5,-0.307588285801973
2.7,-3.5,0.393948901145106
2.8,-3.5,0.285282517841625
2.9,-3.5,-0.0104304287513028
3,-3.5,0.496458469488314
3.1,-3.5,-0.559254551397475
3.2,-3.5,-0.162224301320931
3.3,-3.5,0.439211350308893
3.4,-3.5,-0.13823711795797
3.5,-3.5,-0.344409346912139
3.6,-3.5,0.470714519941547
3.7,-3.5,0.0496086002067051
3.8,-3.5,-0.0964124243270346
3.9,-3.5,-0.464309352425207
4,-3.5,-0.261703293540057
-4,-3.4,0.407451526690796
-3.9,-3.4,-0.305382795567043
-3.8,-3.4,0.178517928894295
-3.7,-3.4,-0.527788496826374
-3.6,-3.4,-0.331576075466084
-3.5,-3.4,-0.44098928082987
-3.4,-3.4,0.341183228151177
-3.3,-3.4,0.315518346621288
-3.2,-3.4,0.0207923048912031
-3.1,-3.4,0.522510330063762
-3,-3.4,0.86434968532908
-2.9,-3.4,0.446890417154519
-2.8,-3.4,0.192902643988119
-2.7,-3.4,-0.0173233224993885
-2.6,-3.4,0.0641712068448886
-2.5,-3.4,-0.333625705214778
-2.4,-3.4,-0.205697687105775
-2.3,-3.4,0.130472656884187
-2.2,-3.4,0.284691183545114
-2.1,-3.4,-0.100988515550418
-2,-3.4,-0.488630088858197
-1.9,-3.4,-0.363835026509313
-1.8,-3.4,0.445490966104953
-1.7,-3.4,0.518498643058285
-1.6,-3.4,0.5786822628144
-1.5,-3.4,-0.14822005703856
-1.4,-3.4,0.380188581032056
-1.3,-3.4,0.422481546998921
-1.2,-3.4,-0.00670138306826616
-1.1,-3.4,0.239784015918751
-1,-3.4,0.0861722505577602
-0.9,-3.4,-0.378896003471519
-0.8,-3.4,0.107640777289051
-0.7,-3.4,-0.205431329969264
-0.6,-3.4,0.617071940728906
-0.5,-3.4,-0.119500700701358
-0.4,-3.4,0.00345432639857915
-0.3,-3.4,0.113590207643923
-0.2,-3.4,-0.151573591544985
-0.0999999999999996,-3.4,0.268438360804321
0,-3.4,0.240125641249171
0.100000000000001,-3.4,-0.240590798213934
0.2,-3.4,0.294495541912423
0.3,-3.4,0.407966948832245
0.4,-3.4,-0.022401016726636
0.5,-3.4,0.44449033427934
0.600000000000001,-3.4,0.192351584652288
0.7,-3.4,-0.181004458453606
0.800000000000001,-3.4,0.536418218838857
0.9,-3.4,0.199456147592671
1,-3.4,-0.638960350386143
1.1,-3.4,-0.203567819517799
1.2,-3.4,0.25146426095269
1.3,-3.4,0.340842968671028
1.4,-3.4,-0.411611098968703
1.5,-3.4,-0.212341914113121
1.6,-3.4,0.504371620881807
1.7,-3.4,0.0375352156957314
1.8,-3.4,-0.31033457385633
1.9,-3.4,-0.350208638383015
2,-3.4,-0.295464759179224
2.1,-3.4,-0.138055642754502
2.2,-3.4,7.56374349272781e-05
2.3,-3.4,0.308141241215601
2.4,-3.4,0.214063538629581
2.5,-3.4,0.789449743960755
2.6,-3.4,-0.474631782972375
2.7,-3.4,-0.0819465106440973
2.8,-3.4,-0.233127279853905
2.9,-3.4,0.196246208184723
3,-3.4,0.000319879237301209
3.1,-3.4,-0.484787203955828
3.2,-3.4,0.410229065073798
3.3,-3.4,-0.590886275831707
3.4,-3.4,-0.358655322453328
3.5,-3.4,-0.158969637297185
3.6,-3.4,0.351125338908807
3.7,-3.4,-0.0100898158915417
3.8,-3.4,-0.242588926291074
3.9,-3.4,0.203604715534374
4,-3.4,-0.0295082508683058
-4,-3.3,-0.781273911112287
-3.9,-3.3,0.0334736189270388
-3.8,-3.3,-0.234907983882858
-3.7,-3.3,0.304155495272525
-3.6,-3.3,0.563271626033977
-3.5,-3.3,0.554516536067609
-3.4,-3.3,-0.0449919439558033
-3.3,-3.3,0.36517572726326
-3.2,-3.3,0.107219873201145
-3.1,-3.3,0.303157283956568
-3,-3.3,-0.101094343717608
-2.9,-3.3,-0.598702172044216
-2.8,-3.3,0.803761412267469
-2.7,-3.3,-0.533849186032852
-2.6,-3.3,-0.0226499677960315
-2.5,-3.3,-0.476989524973758
-2.4,-3.3,0.198405681447362
-2.3,-3.3,-0.295191137387726
-2.2,-3.3,-0.0447313949744348
-2.1,-3.3,-0.19024947788549
-2,-3.3,0.15845586604878
-1.9,-3.3,-0.320434406393684
-1.8,-3.3,0.0640260390234462
-1.7,-3.3,0.361983197457948
-1.6,-3.3,0.291858096238736
-1.5,-3.3,0.101066143983776
-1.4,-3.3,-0.246312138943053
-1.3,-3.3,-0.0203996235635197
-1.2,-3.3,0.439039925309843
-1.1,-3.3,0.387838698273848
-1,-3.3,0.578431904521075
-0.9,-3.3,0.553515672102132
-0.8,-3.3,-0.690830208838506
-0.7,-3.3,-0.277407360795477
-0.6,-3.3,0.354099844199992
-0.5,-3.3,0.182638878686316
-0.4,-3.3,-0.372986938181736
-0.3,-3.3,0.698865088243869
-0.2,-3.3,-0.0330848800081668
-0.0999999999999996,-3.3,0.0339407365685406
0,-3.3,-0.144111388311389
0.100000000000001,-3.3,0.510242871194097
0.2,-3.3,0.0204316792826655
0.3,-3.3,-0.0877525731196436
0.4,-3.3,-0.0143009068752691
0.5,-3.3,-0.145053506326043
0.600000000000001,-3.3,0.175362151356238
0.7,-3.3,0.144226713160441
0.800000000000001,-3.3,0.126136391104709
0.9,-3.3,0.166766785598117
1,-3.3,0.417477506439014
1.1,-3.3,-0.24533115027116
1.2,-3.3,-0.0951686300849317
1.3,-3.3,-0.166492235023161
1.4,-3.3,0.189902474716508
1.5,-3.3,0.00983883609243828
1.6,-3.3,0.0545206459782302
1.7,-3.3,-0.175293607922718
1.8,-3.3,-0.409344963901714
1.9,-3.3,0.230819180829816
2,-3.3,0.282534422792772
2.1,-3.3,-0.142789510582766
2.2,-3.3,0.127995968051168
2.3,-3.3,0.543880109035087
2.4,-3.3,0.467672930579171
2.5,-3.3,0.195423848495901
2.6,-3.3,-0.609353673696494
2.7,-3.3,0.702998273237415
2.8,-3.3,0.0416987686346296
2.9,-3.3,0.231817454348403
3,-3.3,-0.0484371072356813
3.1,-3.3,-0.556860198704722
3.2,-3.3,-0.209069707336245
3.3,-3.3,0.414428274257836
3.4,-3.3,0.415831053656893
3.5,-3.3,-0.353701754631882
3.6,-3.3,-0.147530383109089
3.7,-3.3,0.204712754645925
3.8,-3.3,-0.237069996862098
3.9,-3.3,0.464508263783742
4,-3.3,-0.118449086626911
-4,-3.2,-0.271331740175251
-3.9,-3.2,-0.327781307792086
-3.8,-3.2,-0.109097579893604
-3.7,-3.2,0.307508150568736
-3.6,-3.2,-0.908963349662483
-3.5,-3.2,-0.394137876810155
-3.4,-3.2,0.148967751808264
-3.3,-3.2,0.00357002019577314
-3.2,-3.2,-0.180448941913933
-3.1,-3.2,0.169683925627877
-3,-3.2,-0.0431776449391913
-2.9,-3.2,-0.0466637759383029
-2.8,-3.2,-0.286151002500182
-2.7,-3.2,0.618843293042607
-2.6,-3.2,-0.439828504357844
-2.5,-3.2,0.222062419284598
-2.4,-3.2,0.355928204461683
-2.3,-3.2,0.126489903938615
-2.2,-3.2,0.26031285278254
-2.1,-3.2,0.0846858815533178
-2,-3.2,-0.190063478981535
-1.9,-3.2,0.248765405399922
-1.8,-3.2,-0.450444703067372
-1.7,-3.2,0.124682900333558
-1.6,-3.2,0.430984842996095
-1.5,-3.2,-0.299271221882904
-1.4,-3.2,-0.113758840370245
-1.3,-3.2,0.191190949345057
-1.2,-3.2,-0.360499005624288
-1.1,-3.2,0.459773873517416
-1,-3.2,-0.523200488277654
-0.9,-3.2,0.387721708539048
-0.8,-3.2,0.401341108545517
-0.7,-3.2,-0.0970817738520068
-0.6,-3.2,-0.0378262554020904
-0.5,-3.2,0.235931139827516
-0.4,-3.2,-0.237665129076063
-0.3,-3.2,0.208344147193041
-0.2,-3.2,-0.56502380827906
-0.0999999999999996,-3.2,-0.09274263450302
0,-3.2,-0.0278725902834217
0.100000000000001,-3.2,-0.1179447392243
0.2,-3.2,-0.502060355425165
0.3,-3.2,-0.167778331006455
0.4,-3.2,-0.0221126791635102
0.5,-3.2,-0.359680595004765
0.600000000000001,-3.2,0.277744336993693
0.7,-3.2,0.0811210355237084
0.800000000000001,-3.2,-0.193931919309142
0.9,-3.2,0.0972490641433428
1,-3.2,-0.0110553324701835
1.1,-3.2,0.0089460274807328
1.2,-3.2,0.13809157270406
1.3,-3.2,0.0997752204840229
1.4,-3.2,0.155791473322792
1.5,-3.2,-0.270139260755908
1.6,-3.2,-0.366158670148078
1.7,-3.2,0.375313856038027
1.8,-3.2,-0.548633693370322
1.9,-3.2,-0.165047992708722
2,-3.2,-0.424386523794044
2.1,-3.2,-0.557375966559089
2.2,-3.2,0.0684317977626153
2.3,-3.2,-0.0472643858002003
2.4,-3.2,-0.451798786565426
2.5,-3.2,0.0979913190351514
2.6,-3.2,0.410129151931254
2.7,-3.2,-0.0776385107828812
2.8,-3.2,-0.215556567308505
2.9,-3.2,0.328054917227674
3,-3.2,0.423727895946292
3.1,-3.2,-0.459876014533244
3.2,-3.2,-0.303763495895716
3.3,-3.2,-0.017095970337908
3.4,-3.2,0.0991773189586568
3.5,-3.2,0.155776579913848
3.6,-3.2,0.473760226656671
3.7,-3.2,-0.293988903056249
3.8,-3.2,0.641718696686799
3.9,-3.2,-0.345572099091257
4,-3.2,0.151957087567512
-4,-3.1,0.378229711014341
-3.9,-3.1,-0.065579620737391
-3.8,-3.1,0.5214013729512
-3.7,-3.1,-0.42749110055386
-3.6,-3.1,-0.164484996962703
-3.5,-3.1,-0.150650053042623
-3.4,-3.1,0.0555840256211285
-3.3,-3.1,-0.0100085639926983
-3.2,-3.1,0.478416794637854
-3.1,-3.1,0.0324920674811418
-3,-3.1,0.450480485341837
-2.9,-3.1,0.84474288768568
-2.8,-3.1,-0.389812552322362
-2.7,-3.1,-0.483340779587732
-2.6,-3.1,-0.0805099494286216
-2.5,-3.1,-0.112441757960482
-2.4,-3.1,-0.0656975154005432
-2.3,-3.1,0.415178109422877
-2.2,-3.1,-0.72131081092757
-2.1,-3.1,0.141254850556349
-2,-3.1,0.215865570963934
-1.9,-3.1,-0.328850742512107
-1.8,-3.1,-0.128318100625889
-1.7,-3.1,0.782566180355823
-1.6,-3.1,0.836089197017879
-1.5,-3.1,0.466966033871245
-1.4,-3.1,0.0513279397239237
-1.3,-3.1,0.513374249512782
-1.2,-3.1,0.468657452691519
-1.1,-3.1,0.392660628919067
-1,-3.1,-0.159425570643875
-0.9,-3.1,-0.00982407779548494
-0.8,-3.1,0.404053562960489
-0.7,-3.1,0.152402060511542
-0.6,-3.1,-0.44078279901583
-0.5,-3.1,0.15376325028728
-0.4,-3.1,0.334041716862723
-0.3,-3.1,-0.158262248091006
-0.2,-3.1,0.290283348303425
-0.0999999999999996,-3.1,0.258787581250381
0,-3.1,0.731634685120283
0.100000000000001,-3.1,-0.329630053688352
0.2,-3.1,-0.536555540933766
0.3,-3.1,0.0871183057087691
0.4,-3.1,0.369318628300314
0.5,-3.1,0.248039630943771
0.600000000000001,-3.1,-0.104334037295521
0.7,-3.1,0.335107766270363
